Id,Altitude,Azimuthal_angle,Incline,H_dist_Hydro,V_dist_Hydro,H_dist_Road,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,H_dist_Fire,Wilderness_Area_A,Wilderness_Area_B,Wilderness_Area_C,Wilderness_Area_D,Soil,label
329,726,203,257,125,265,242,932,810,370,264,1,0,0,0,Soil_Type_39,-1
330,440,169,30,107,240,386,869,920,586,694,1,0,0,0,Soil_Type_12,-1
331,139,397,636,129,377,67,944,759,149,34,0,0,0,1,Soil_Type_1,1
332,267,397,363,86,261,57,968,889,370,171,0,0,0,1,Soil_Type_4,1
333,595,475,151,125,212,220,893,964,586,113,1,0,0,0,Soil_Type_23,-1
334,670,905,257,395,305,305,692,861,716,95,0,0,1,0,Soil_Type_23,-1
335,587,602,151,399,266,828,826,983,688,616,1,0,0,0,Soil_Type_1,-1
336,520,167,121,369,354,445,889,881,519,73,0,0,1,0,Soil_Type_33,-1
337,524,150,121,211,302,72,885,877,515,54,0,0,1,0,Soil_Type_31,-1
338,698,880,136,360,199,377,775,916,688,50,0,0,1,0,Soil_Type_32,-1
339,680,172,151,0,223,75,901,861,480,289,1,0,0,0,Soil_Type_22,-1
340,424,139,106,280,257,256,881,881,531,836,1,0,0,0,Soil_Type_12,-1
341,178,957,560,86,316,173,484,614,606,202,0,0,0,1,Soil_Type_10,1
342,881,344,409,681,696,367,995,822,256,148,1,0,0,0,Soil_Type_40,-1
343,429,516,333,116,226,209,853,979,610,155,0,0,1,0,Soil_Type_3,-1
344,403,194,288,61,218,375,932,787,346,148,0,0,1,0,Soil_Type_10,-1
345,224,955,318,219,280,126,680,794,645,113,0,0,0,1,Soil_Type_6,1
346,565,291,212,221,281,544,956,873,417,265,1,0,0,0,Soil_Type_1,-1
347,340,203,106,68,230,72,901,889,515,780,1,0,0,0,Soil_Type_1,-1
348,572,278,151,215,276,45,932,893,472,184,1,0,0,0,Soil_Type_23,-1
349,594,169,30,258,259,640,869,920,586,164,1,0,0,0,Soil_Type_1,-1
350,640,183,91,251,280,798,893,893,531,170,1,0,0,0,Soil_Type_20,-1
351,538,658,121,303,249,788,810,971,700,520,1,0,0,0,Soil_Type_1,-1
352,571,230,121,122,279,101,912,889,500,354,1,0,0,0,Soil_Type_1,-1
353,536,139,61,280,228,129,873,909,570,314,1,0,0,0,Soil_Type_23,1
354,444,788,363,109,324,200,578,912,873,193,0,0,1,0,Soil_Type_33,-1
355,494,383,212,68,244,394,948,920,472,407,1,0,0,0,Soil_Type_1,-1
356,761,269,257,538,523,216,964,838,358,181,0,1,0,0,Soil_Type_40,-1
357,606,105,76,211,261,407,865,897,566,215,0,0,1,0,Soil_Type_32,-1
358,343,264,409,236,419,137,983,747,197,115,0,0,1,0,Soil_Type_4,1
359,757,783,182,626,401,146,739,948,759,301,0,0,1,0,Soil_Type_32,-1
360,504,719,15,0,223,410,850,940,633,301,1,0,0,0,Soil_Type_23,-1
361,665,250,91,357,241,655,901,909,535,312,1,0,0,0,Soil_Type_1,-1
362,716,275,76,334,287,745,897,916,551,142,1,0,0,0,Soil_Type_1,-1
363,688,566,182,86,270,420,838,987,673,15,0,0,1,0,Soil_Type_22,-1
364,535,591,167,182,253,807,826,987,688,733,1,0,0,0,Soil_Type_1,-1
365,684,186,303,136,239,247,928,775,334,342,1,0,0,0,Soil_Type_39,-1
366,456,58,242,48,223,266,818,806,511,239,0,0,1,0,Soil_Type_1,1
367,756,294,182,77,234,349,944,889,448,166,0,0,1,0,Soil_Type_39,-1
368,729,67,257,489,369,138,818,787,488,75,1,0,0,0,Soil_Type_38,-1
369,603,339,333,107,285,198,987,853,323,172,0,0,1,0,Soil_Type_33,-1
370,465,869,136,232,239,303,771,916,696,348,1,0,0,0,Soil_Type_12,-1
371,646,19,182,150,261,438,806,846,578,447,1,0,0,0,Soil_Type_1,-1
372,646,705,121,43,230,405,798,964,712,134,0,0,1,0,Soil_Type_23,-1
373,558,780,409,286,502,361,535,905,901,121,0,0,1,0,Soil_Type_1,-1
374,526,350,197,167,298,482,948,909,460,392,1,0,0,0,Soil_Type_1,-1
375,560,372,378,173,334,288,983,861,319,217,0,0,1,0,Soil_Type_31,1
376,608,771,182,64,258,332,735,952,767,77,0,0,1,0,Soil_Type_32,-1
377,253,894,318,61,256,195,645,846,743,69,0,0,0,1,Soil_Type_10,-1
378,513,264,121,0,223,247,920,897,496,268,0,0,1,0,Soil_Type_23,-1
379,694,866,272,375,432,66,661,881,767,163,0,1,0,0,Soil_Type_39,-1
380,561,75,45,237,223,669,857,912,594,721,1,0,0,0,Soil_Type_1,-1
381,592,569,394,144,312,118,767,995,708,146,0,0,1,0,Soil_Type_1,-1
382,385,42,257,0,223,170,794,791,523,109,0,0,1,0,Soil_Type_20,-1
383,552,974,136,21,226,106,806,889,625,359,1,0,0,0,Soil_Type_1,1
384,647,44,318,310,342,202,775,747,488,235,0,0,1,0,Soil_Type_33,-1
385,569,125,242,349,186,335,877,802,437,386,0,0,1,0,Soil_Type_31,-1
386,663,874,121,137,226,98,783,920,684,133,0,1,0,0,Soil_Type_22,-1
387,677,977,257,173,299,265,743,822,617,282,0,0,1,0,Soil_Type_33,-1
388,464,253,167,107,236,430,932,877,452,901,1,0,0,0,Soil_Type_12,1
389,629,719,136,198,205,354,783,964,728,97,0,0,1,0,Soil_Type_32,-1
390,664,50,212,182,289,314,818,826,539,383,0,0,1,0,Soil_Type_24,-1
391,162,28,272,228,445,68,775,787,535,82,0,0,0,1,Soil_Type_10,1
392,628,219,182,172,318,719,928,857,441,80,1,0,0,0,Soil_Type_1,1
393,334,302,197,68,253,196,952,885,433,178,0,0,1,0,Soil_Type_4,1
394,683,913,333,122,330,185,629,814,720,389,1,0,0,0,Soil_Type_1,-1
395,484,821,257,355,347,23,669,916,794,255,0,0,1,0,Soil_Type_10,-1
396,682,8,212,236,321,483,787,838,586,365,0,0,1,0,Soil_Type_31,-1
397,714,150,30,43,228,629,865,920,590,514,0,0,1,0,Soil_Type_23,-1
398,569,500,45,130,240,709,865,948,614,714,1,0,0,0,Soil_Type_1,-1
399,609,691,272,21,234,226,704,983,814,154,0,0,1,0,Soil_Type_21,-1
400,571,336,45,183,245,282,881,932,582,158,0,0,1,0,Soil_Type_32,-1
401,354,935,76,122,239,222,818,912,641,240,0,0,1,0,Soil_Type_2,-1
402,455,611,303,198,316,509,755,999,755,255,0,0,1,0,Soil_Type_1,-1
403,651,855,121,515,182,85,783,924,692,207,0,1,0,0,Soil_Type_22,1
404,266,949,167,30,231,82,775,877,649,193,0,0,0,1,Soil_Type_11,1
405,531,305,212,30,231,285,956,881,421,128,1,0,0,0,Soil_Type_1,-1
406,574,952,167,522,270,794,775,877,645,879,1,0,0,0,Soil_Type_1,-1
407,758,727,197,261,332,391,743,968,771,164,0,0,1,0,Soil_Type_32,-1
408,574,97,91,564,270,802,861,893,566,872,1,0,0,0,Soil_Type_1,-1
409,721,527,106,333,361,729,865,964,629,163,1,0,0,0,Soil_Type_1,-1
410,822,261,333,589,506,307,975,791,275,221,1,0,0,0,Soil_Type_40,-1
411,450,3,257,89,261,377,763,810,582,355,1,0,0,0,Soil_Type_1,-1
412,469,164,106,262,346,420,889,889,527,894,1,0,0,0,Soil_Type_12,-1
413,449,386,197,86,266,386,940,928,488,339,1,0,0,0,Soil_Type_1,-1
414,328,175,197,21,219,166,909,834,437,237,0,0,1,0,Soil_Type_10,-1
415,596,302,167,384,306,157,940,897,468,269,0,0,1,0,Soil_Type_23,-1
416,519,857,318,107,261,145,625,873,791,107,0,0,1,0,Soil_Type_23,-1
417,573,855,136,303,187,240,771,924,700,262,0,0,1,0,Soil_Type_31,-1
418,489,142,136,96,222,224,885,865,503,341,1,0,0,0,Soil_Type_1,-1
419,295,527,363,109,284,158,834,983,621,168,0,0,1,0,Soil_Type_4,1
420,657,658,394,116,329,476,649,987,846,87,0,0,1,0,Soil_Type_34,-1
421,342,230,121,183,223,51,912,889,500,200,1,0,0,0,Soil_Type_9,-1
422,619,907,106,533,111,119,802,916,661,137,0,1,0,0,Soil_Type_22,-1
423,483,241,272,64,261,88,960,810,334,109,1,0,0,0,Soil_Type_23,-1
424,633,139,121,0,223,414,881,877,527,540,1,0,0,0,Soil_Type_22,-1
425,438,266,76,89,225,221,897,916,547,346,1,0,0,0,Soil_Type_12,-1
426,674,80,106,192,257,802,857,881,558,319,1,0,0,0,Soil_Type_1,-1
427,686,355,212,86,267,239,956,905,444,225,1,0,0,0,Soil_Type_1,-1
428,601,189,378,48,243,698,928,720,248,394,1,0,0,0,Soil_Type_1,-1
429,440,42,106,137,253,261,842,889,586,499,1,0,0,0,Soil_Type_12,-1
430,456,394,288,0,223,103,960,912,425,123,0,0,1,0,Soil_Type_33,-1
431,523,846,121,64,267,168,783,928,692,88,0,0,1,0,Soil_Type_31,-1
432,693,31,91,167,241,829,842,897,594,133,1,0,0,0,Soil_Type_22,-1
433,741,119,151,68,225,421,873,853,507,285,1,0,0,0,Soil_Type_38,-1
434,502,94,348,163,268,523,826,724,397,387,1,0,0,0,Soil_Type_1,-1
435,702,996,151,434,271,266,806,869,606,90,0,0,1,0,Soil_Type_22,-1
436,645,114,151,490,253,305,873,853,511,447,0,0,1,0,Soil_Type_31,-1
437,539,280,257,21,213,102,968,842,354,103,1,0,0,0,Soil_Type_22,-1
438,666,910,167,125,253,610,763,897,680,83,0,0,1,0,Soil_Type_32,-1
439,661,294,121,152,237,735,916,909,511,314,1,0,0,0,Soil_Type_22,-1
440,535,205,182,21,210,250,920,853,448,158,1,0,0,0,Soil_Type_1,-1
441,664,796,182,144,248,562,732,940,759,293,0,0,1,0,Soil_Type_23,-1
442,544,178,182,510,341,320,909,846,448,178,0,0,1,0,Soil_Type_24,-1
443,658,94,212,154,301,742,853,826,492,370,1,0,0,0,Soil_Type_22,-1
444,686,125,30,269,253,769,861,924,598,181,1,0,0,0,Soil_Type_23,-1
445,647,524,257,300,290,19,857,987,629,401,0,0,1,0,Soil_Type_23,1
446,647,738,136,21,228,117,775,960,735,323,0,1,0,0,Soil_Type_23,-1
447,679,211,30,86,209,625,873,924,590,123,1,0,0,0,Soil_Type_38,-1
448,680,164,182,68,212,221,901,842,456,95,0,0,1,0,Soil_Type_31,-1
449,585,69,76,271,236,601,857,901,582,185,1,0,0,0,Soil_Type_1,-1
450,498,480,454,386,119,494,877,936,492,215,0,0,1,0,Soil_Type_1,-1
451,458,169,106,136,248,279,889,885,523,234,1,0,0,0,Soil_Type_1,-1
452,162,796,515,130,359,202,429,850,928,99,0,0,0,1,Soil_Type_10,1
453,620,89,212,30,221,136,850,826,496,63,0,0,1,0,Soil_Type_23,-1
454,687,175,76,195,249,870,885,901,547,114,1,0,0,0,Soil_Type_22,-1
455,540,147,167,563,405,457,893,846,476,110,0,0,1,0,Soil_Type_10,-1
456,568,56,303,91,267,44,791,755,480,216,0,0,1,0,Soil_Type_31,-1
457,710,977,106,0,223,98,818,897,621,118,0,1,0,0,Soil_Type_32,-1
458,456,139,197,107,256,396,885,834,468,659,1,0,0,0,Soil_Type_24,-1
459,715,583,182,68,237,519,830,987,684,231,0,0,1,0,Soil_Type_32,-1
460,615,796,76,335,214,356,810,944,676,289,0,0,1,0,Soil_Type_32,-1
461,355,516,227,107,254,366,869,983,621,311,0,0,1,0,Soil_Type_1,-1
462,494,67,212,301,281,338,834,822,519,225,0,0,1,0,Soil_Type_33,-1
463,521,436,106,221,312,111,897,948,574,219,0,0,1,0,Soil_Type_11,-1
464,717,94,182,656,452,244,857,838,507,385,0,0,1,0,Soil_Type_33,-1
465,722,28,167,183,258,274,818,857,574,193,0,0,1,0,Soil_Type_31,-1
466,563,957,197,395,427,708,767,865,641,735,1,0,0,0,Soil_Type_24,-1
467,325,810,182,64,247,48,732,936,751,86,0,0,0,1,Soil_Type_10,1
468,544,247,257,528,417,439,960,826,350,95,0,0,1,0,Soil_Type_10,-1
469,645,880,167,482,358,747,751,909,704,134,1,0,0,0,Soil_Type_1,-1
470,630,142,227,202,161,148,889,814,437,143,1,0,0,0,Soil_Type_1,-1
471,438,339,45,258,259,299,885,932,578,845,1,0,0,0,Soil_Type_12,-1
472,831,119,167,333,364,400,873,850,500,249,1,0,0,0,Soil_Type_40,-1
473,688,291,212,319,346,165,956,873,413,258,1,0,0,0,Soil_Type_1,-1
474,646,924,121,21,223,177,791,901,661,330,1,0,0,0,Soil_Type_22,-1
475,675,86,288,183,327,565,830,763,441,276,0,0,1,0,Soil_Type_39,-1
476,539,314,182,421,283,288,944,897,456,382,0,0,1,0,Soil_Type_23,-1
477,566,22,257,501,381,335,775,798,551,226,0,0,1,0,Soil_Type_24,-1
478,655,264,197,61,209,230,948,865,417,219,1,0,0,0,Soil_Type_1,-1
479,463,316,136,96,232,426,924,912,503,897,1,0,0,0,Soil_Type_12,1
480,525,164,45,173,276,474,869,916,582,416,1,0,0,0,Soil_Type_1,-1
481,484,727,242,96,203,283,708,968,806,160,0,0,1,0,Soil_Type_33,-1
482,545,280,318,496,418,422,983,810,291,83,0,0,1,0,Soil_Type_10,-1
483,612,14,167,77,244,509,806,857,586,385,1,0,0,0,Soil_Type_24,-1
484,528,350,121,412,439,350,920,924,519,66,0,0,1,0,Soil_Type_31,-1
485,564,36,242,30,232,623,798,810,539,26,1,0,0,0,Soil_Type_1,-1
486,648,857,272,490,651,211,657,885,775,121,0,0,1,0,Soil_Type_24,1
487,669,80,182,456,253,518,850,838,515,575,1,0,0,0,Soil_Type_1,-1
488,360,31,242,0,223,142,791,806,547,135,0,0,1,0,Soil_Type_20,-1
489,512,347,318,77,271,291,983,865,342,182,0,0,1,0,Soil_Type_1,-1
490,511,882,91,125,256,434,802,924,665,540,1,0,0,0,Soil_Type_1,1
491,430,200,45,192,231,160,877,916,574,260,1,0,0,0,Soil_Type_12,-1
492,597,375,61,96,232,432,889,936,574,103,1,0,0,0,Soil_Type_23,-1
493,369,935,242,0,223,151,724,853,673,126,0,0,1,0,Soil_Type_24,1
494,718,755,121,346,359,122,779,956,724,89,0,0,1,0,Soil_Type_32,-1
495,610,857,151,89,256,219,755,916,716,443,0,0,1,0,Soil_Type_31,-1
496,612,150,182,368,324,118,893,842,464,160,0,0,1,0,Soil_Type_32,-1
497,406,380,272,43,230,277,964,905,417,725,1,0,0,0,Soil_Type_1,-1
498,521,527,212,425,569,140,861,983,633,247,0,0,1,0,Soil_Type_32,-1
499,677,916,76,533,261,139,814,916,649,285,0,0,1,0,Soil_Type_32,-1
500,718,511,61,89,221,804,865,952,617,85,1,0,0,0,Soil_Type_38,-1
501,429,413,61,183,261,279,885,940,586,813,1,0,0,0,Soil_Type_12,-1
502,538,713,469,365,594,279,523,944,924,226,0,0,1,0,Soil_Type_1,-1
503,466,921,318,43,257,221,661,822,700,242,0,0,1,0,Soil_Type_1,-1
504,512,857,303,269,376,361,629,873,791,170,0,0,1,0,Soil_Type_24,-1
505,752,935,242,43,245,219,716,846,673,247,0,1,0,0,Soil_Type_38,-1
506,641,871,333,137,320,472,614,850,779,428,0,0,1,0,Soil_Type_24,-1
507,568,680,197,64,254,464,755,983,767,177,0,0,1,0,Soil_Type_32,-1
508,576,619,303,257,351,747,751,999,767,204,1,0,0,0,Soil_Type_1,1
509,546,949,151,48,230,332,779,881,649,127,0,0,1,0,Soil_Type_22,-1
510,676,522,30,317,303,106,861,944,617,52,0,0,1,0,Soil_Type_32,-1
511,621,119,151,193,302,407,873,853,507,791,1,0,0,0,Soil_Type_1,-1
512,384,336,212,96,236,431,956,897,441,281,0,0,1,0,Soil_Type_11,-1
513,509,882,167,21,228,371,751,905,704,316,0,0,1,0,Soil_Type_22,-1
514,550,264,91,21,223,734,901,909,535,343,1,0,0,0,Soil_Type_23,1
515,530,500,15,144,253,753,861,940,617,648,1,0,0,0,Soil_Type_1,-1
516,593,874,197,107,263,248,724,901,724,222,0,0,1,0,Soil_Type_23,-1
517,651,58,182,30,223,220,834,846,543,76,0,0,1,0,Soil_Type_35,-1
518,569,586,500,215,444,402,688,979,743,155,0,0,1,0,Soil_Type_1,-1
519,616,205,121,129,216,310,905,889,507,320,0,0,1,0,Soil_Type_32,-1
520,533,916,257,107,248,498,696,853,700,214,1,0,0,0,Soil_Type_1,-1
521,580,436,182,61,237,287,916,948,539,200,0,0,1,0,Soil_Type_1,1
522,460,169,378,86,210,29,909,704,260,191,1,0,0,0,Soil_Type_1,-1
523,611,672,333,109,289,343,673,991,838,214,0,0,1,0,Soil_Type_33,-1
524,502,294,136,154,272,340,924,901,492,378,1,0,0,0,Soil_Type_12,-1
525,692,635,76,352,235,64,838,960,665,85,0,0,1,0,Soil_Type_32,-1
526,534,769,167,48,225,802,743,952,759,194,1,0,0,0,Soil_Type_1,-1
527,501,974,151,167,288,325,798,881,625,293,1,0,0,0,Soil_Type_12,-1
528,704,896,227,334,311,74,716,881,712,176,0,1,0,0,Soil_Type_23,1
529,625,957,76,48,228,157,822,909,629,266,1,0,0,0,Soil_Type_23,-1
530,330,627,424,21,223,158,669,991,814,79,0,0,1,0,Soil_Type_4,1
531,608,755,242,386,436,810,684,956,814,192,1,0,0,0,Soil_Type_1,-1
532,450,239,167,455,429,219,928,873,460,360,1,0,0,0,Soil_Type_12,-1
533,489,8,76,0,223,202,842,909,610,342,1,0,0,0,Soil_Type_1,-1
534,299,452,409,192,337,169,916,924,448,200,0,0,1,0,Soil_Type_4,1
535,562,92,151,751,462,381,857,857,531,120,0,0,1,0,Soil_Type_31,-1
536,141,128,363,0,223,89,861,708,326,126,0,0,0,1,Soil_Type_10,-1
537,650,92,167,136,197,275,857,850,523,234,1,0,0,0,Soil_Type_1,-1
538,574,624,30,713,372,813,850,948,637,819,1,0,0,0,Soil_Type_1,-1
539,450,549,197,107,271,47,850,987,657,314,0,0,1,0,Soil_Type_10,-1
540,509,372,333,265,288,124,975,885,366,75,1,0,0,0,Soil_Type_1,-1
541,776,305,91,512,453,283,909,916,531,241,1,0,0,0,Soil_Type_35,-1
542,437,119,227,107,250,354,869,806,452,53,0,0,1,0,Soil_Type_31,-1
543,661,119,136,595,169,147,873,865,523,251,1,0,0,0,Soil_Type_1,-1
544,779,924,167,547,509,124,771,889,669,119,0,1,0,0,Soil_Type_33,-1
545,531,927,121,347,235,469,794,901,657,531,1,0,0,0,Soil_Type_12,-1
546,569,558,182,428,367,205,842,987,665,260,0,0,1,0,Soil_Type_32,-1
547,627,289,363,273,346,583,991,794,256,362,1,0,0,0,Soil_Type_1,-1
548,602,930,197,107,236,52,751,877,673,105,0,1,0,0,Soil_Type_22,-1
549,568,549,121,61,245,488,857,971,645,836,1,0,0,0,Soil_Type_1,-1
550,416,899,303,96,281,276,649,842,735,315,0,0,1,0,Soil_Type_10,-1
551,258,103,378,136,359,106,826,692,350,109,0,0,0,1,Soil_Type_10,-1
552,581,980,500,273,266,243,582,649,562,164,0,0,1,0,Soil_Type_32,-1
553,554,161,121,0,223,573,889,881,519,748,1,0,0,0,Soil_Type_20,-1
554,738,644,348,173,348,339,692,995,814,494,0,1,0,0,Soil_Type_33,-1
555,328,169,91,107,265,52,885,893,535,44,0,0,0,1,Soil_Type_6,-1
556,421,225,212,228,294,331,936,842,409,310,0,0,1,0,Soil_Type_10,-1
557,369,44,272,231,364,287,794,787,515,90,0,0,1,0,Soil_Type_10,-1
558,589,25,257,173,305,182,779,798,547,71,0,0,1,0,Soil_Type_24,-1
559,491,150,151,0,223,178,889,857,492,357,0,0,1,0,Soil_Type_11,-1
560,561,941,227,64,245,97,735,857,665,155,0,1,0,0,Soil_Type_22,-1
561,539,458,212,193,330,68,912,960,551,127,0,0,1,0,Soil_Type_32,-1
562,691,222,242,86,207,155,940,826,382,423,0,1,0,0,Soil_Type_23,-1
563,419,508,151,21,231,261,877,971,614,556,1,0,0,0,Soil_Type_12,-1
564,485,211,167,273,298,256,920,865,460,271,1,0,0,0,Soil_Type_1,-1
565,557,766,106,215,280,161,787,952,712,81,0,0,1,0,Soil_Type_32,1
566,549,17,378,116,351,124,712,724,519,480,0,0,1,0,Soil_Type_24,-1
567,642,42,45,167,232,373,853,916,606,194,1,0,0,0,Soil_Type_23,-1
568,600,441,288,702,443,440,928,944,492,229,0,0,1,0,Soil_Type_33,1
569,628,624,0,289,254,735,857,936,617,195,1,0,0,0,Soil_Type_1,-1
570,684,244,242,109,262,4,952,834,374,97,0,1,0,0,Soil_Type_32,-1
571,544,314,348,43,209,55,991,826,291,223,1,0,0,0,Soil_Type_1,-1
572,287,155,167,231,283,113,893,857,484,111,0,0,0,1,Soil_Type_2,1
573,445,810,318,193,329,276,614,909,838,63,0,0,1,0,Soil_Type_33,-1
574,563,167,121,43,212,635,889,881,519,351,1,0,0,0,Soil_Type_1,1
575,684,214,136,77,231,806,912,881,492,151,1,0,0,0,Soil_Type_22,-1
576,490,902,167,43,230,451,755,897,688,362,1,0,0,0,Soil_Type_23,-1
577,411,17,242,30,225,163,779,814,566,293,1,0,0,0,Soil_Type_23,-1
578,654,649,151,357,332,831,798,979,720,346,1,0,0,0,Soil_Type_1,1
579,667,316,212,336,301,803,960,885,421,229,1,0,0,0,Soil_Type_1,-1
580,509,222,424,167,294,42,956,696,173,42,0,0,1,0,Soil_Type_33,-1
581,267,253,348,43,247,81,975,779,264,185,0,0,0,1,Soil_Type_4,1
582,683,405,227,89,248,250,940,932,484,254,0,0,1,0,Soil_Type_33,-1
583,640,982,136,61,227,320,810,885,621,369,1,0,0,0,Soil_Type_1,-1
584,339,92,106,221,262,51,861,889,562,172,1,0,0,0,Soil_Type_20,-1
585,434,605,424,231,187,188,696,991,779,137,0,0,1,0,Soil_Type_3,-1
586,611,874,318,150,275,278,633,857,771,250,0,0,1,0,Soil_Type_33,-1
587,448,980,212,365,186,93,771,846,617,94,0,0,1,0,Soil_Type_11,1
588,513,64,257,245,500,168,818,794,496,103,0,0,1,0,Soil_Type_1,-1
589,555,355,136,30,232,222,924,924,515,308,0,0,1,0,Soil_Type_23,-1
590,688,142,151,172,208,90,885,857,496,322,1,0,0,0,Soil_Type_22,-1
591,764,924,136,334,287,209,787,901,661,167,0,0,1,0,Soil_Type_38,-1
592,664,194,106,68,240,597,897,889,519,440,1,0,0,0,Soil_Type_1,-1
593,623,547,76,224,221,914,861,960,633,365,1,0,0,0,Soil_Type_1,-1
594,608,31,76,64,227,658,846,905,598,422,1,0,0,0,Soil_Type_22,-1
595,554,944,91,86,241,281,814,909,641,186,1,0,0,0,Soil_Type_1,-1
596,533,902,167,64,235,421,755,897,688,202,0,0,1,0,Soil_Type_24,-1
597,593,960,242,107,259,156,739,838,641,209,0,0,1,0,Soil_Type_32,-1
598,423,666,106,173,223,227,818,968,692,116,1,0,0,0,Soil_Type_12,-1
599,495,333,303,91,278,657,979,861,350,21,1,0,0,0,Soil_Type_1,-1
600,291,877,257,257,399,155,680,877,747,175,0,0,0,1,Soil_Type_6,1
601,389,577,363,258,204,57,771,999,720,102,0,0,1,0,Soil_Type_3,-1
602,689,0,167,391,338,786,798,861,602,363,1,0,0,0,Soil_Type_1,-1
603,591,58,167,231,243,54,834,850,547,80,0,0,1,0,Soil_Type_31,-1
604,496,766,212,193,232,310,712,952,787,157,0,0,1,0,Soil_Type_31,-1
605,438,952,106,30,227,231,806,901,637,351,1,0,0,0,Soil_Type_20,-1
606,536,297,167,43,232,656,940,889,456,285,1,0,0,0,Soil_Type_23,-1
607,651,577,136,96,245,267,838,979,673,275,0,0,1,0,Soil_Type_23,-1
608,639,469,15,519,296,248,865,940,614,387,0,0,1,0,Soil_Type_32,-1
609,487,425,394,89,275,643,948,905,397,677,1,0,0,0,Soil_Type_1,-1
610,497,114,197,292,129,72,869,826,480,288,1,0,0,0,Soil_Type_1,-1
611,525,885,76,43,223,577,810,924,661,769,1,0,0,0,Soil_Type_8,-1
612,343,622,500,129,283,155,617,975,822,171,0,0,1,0,Soil_Type_3,1
613,547,910,333,107,287,522,633,818,720,381,1,0,0,0,Soil_Type_1,-1
614,562,128,257,163,262,292,877,791,421,407,0,0,1,0,Soil_Type_32,-1
615,508,963,182,193,327,239,771,865,637,248,0,0,1,0,Soil_Type_31,-1
616,234,569,272,242,315,114,810,999,696,90,0,0,0,1,Soil_Type_6,1
617,563,375,167,416,306,750,932,928,503,405,1,0,0,0,Soil_Type_1,-1
618,810,710,394,122,311,441,586,964,893,241,1,0,0,0,Soil_Type_40,-1
619,634,771,212,566,416,881,712,952,787,188,1,0,0,0,Soil_Type_1,-1
620,364,236,363,399,469,144,968,751,240,127,0,0,1,0,Soil_Type_4,1
621,702,228,227,136,267,63,944,834,385,121,0,1,0,0,Soil_Type_24,-1
622,508,105,318,107,271,213,846,747,401,379,0,0,1,0,Soil_Type_33,-1
623,708,685,242,578,484,878,724,983,798,277,1,0,0,0,Soil_Type_1,-1
624,611,111,257,386,230,262,861,787,437,336,1,0,0,0,Soil_Type_1,-1
625,669,167,136,336,253,527,893,869,500,593,1,0,0,0,Soil_Type_1,-1
626,515,788,61,0,223,623,822,944,665,857,1,0,0,0,Soil_Type_20,-1
627,283,11,424,107,292,85,669,680,511,152,0,0,0,1,Soil_Type_10,1
628,724,574,61,384,328,547,853,960,641,321,1,0,0,0,Soil_Type_23,-1
629,557,777,257,204,334,399,673,944,818,303,1,0,0,0,Soil_Type_1,-1
630,567,569,394,307,453,195,767,995,708,30,0,0,1,0,Soil_Type_1,-1
631,591,430,76,339,320,629,889,944,586,222,1,0,0,0,Soil_Type_1,-1
632,562,902,197,137,259,578,732,885,700,329,1,0,0,0,Soil_Type_1,-1
633,370,347,212,21,230,229,952,905,444,166,1,0,0,0,Soil_Type_1,-1
634,698,519,91,273,250,47,869,960,625,102,0,0,1,0,Soil_Type_32,-1
635,703,300,151,343,430,173,936,897,472,314,1,0,0,0,Soil_Type_1,1
636,442,491,136,130,234,283,885,968,602,173,1,0,0,0,Soil_Type_12,-1
637,604,216,182,89,223,923,924,861,448,431,1,0,0,0,Soil_Type_1,-1
638,641,239,197,0,223,574,936,857,425,447,0,0,1,0,Soil_Type_22,-1
639,564,944,348,198,367,747,653,791,665,162,1,0,0,0,Soil_Type_1,-1
640,766,819,484,184,195,454,460,838,897,259,1,0,0,0,Soil_Type_39,-1
641,412,214,212,144,253,70,932,842,413,221,1,0,0,0,Soil_Type_12,-1
642,585,522,167,107,243,89,869,975,629,236,1,0,0,0,Soil_Type_1,1
643,591,799,61,156,248,305,822,940,665,180,1,0,0,0,Soil_Type_1,-1
644,694,874,91,384,191,101,806,924,669,431,0,1,0,0,Soil_Type_23,-1
645,621,400,121,21,227,524,912,940,547,422,0,0,1,0,Soil_Type_22,1
646,505,821,151,192,249,345,751,932,732,347,1,0,0,0,Soil_Type_1,-1
647,554,28,151,167,290,137,822,865,582,296,1,0,0,0,Soil_Type_1,-1
648,628,67,197,480,148,593,838,830,523,599,1,0,0,0,Soil_Type_23,-1
649,343,530,227,192,324,310,857,987,637,47,0,0,1,0,Soil_Type_4,1
650,521,927,484,152,328,364,523,712,696,108,0,0,1,0,Soil_Type_33,1
651,703,724,182,395,265,76,751,968,763,98,0,0,1,0,Soil_Type_32,-1
652,499,574,212,257,298,329,822,991,688,280,0,0,1,0,Soil_Type_26,-1
653,784,394,197,77,216,436,940,928,488,140,0,0,1,0,Soil_Type_35,-1
654,547,103,151,21,226,552,865,857,519,164,1,0,0,0,Soil_Type_19,-1
655,488,555,348,198,212,226,806,995,676,130,0,0,1,0,Soil_Type_1,-1
656,668,203,151,240,311,287,912,869,476,469,0,0,1,0,Soil_Type_31,-1
657,364,339,394,198,257,194,995,826,271,155,0,0,1,0,Soil_Type_4,1
658,630,894,272,68,256,280,673,861,732,265,0,0,1,0,Soil_Type_23,-1
659,563,500,394,215,287,485,861,964,558,171,0,0,1,0,Soil_Type_1,-1
